348,2930,6623,16
271,3017,7452,24
319,3497,7109,18
285,2845,7691,21
337,3148,6938,19
301,3815,6189,20
299,2976,6327,12
152,3091,6551,10
182,2658,5671,14
230,1473,4446,10
161,1001,5220,16
101,601,7128,17
164,146,10653,9
164,313,5528,4
288,424,7865,13
164,1286,9521,10
356,2786,7063,12
299,853,4926,13
226,599,6114,10
351,1276,7115,10
244,459,6842,9
301,1443,5303,16
298,882,5465,15
288,1041,4985,15
